X,Y,ObjectId,AQSID,CountryCode,DataSource,EPARegion,Elevation,GMTOffset,Latitude,LocalTimeString,Longitude,OZONE,OZONEPM_AQI,OZONEPM_AQI_LABEL,OZONEPM_AQI_SORT,OZONE_AQI,OZONE_AQI_LABEL,OZONE_AQI_SORT,OZONE_Measured,OZONE_Unit,PM10,PM10_AQI,PM10_AQI_LABEL,PM10_AQI_SORT,PM10_Measured,PM10_Unit,PM25,PM25_AQI,PM25_AQI_LABEL,PM25_AQI_SORT,PM25_Measured,PM25_Unit,PM_AQI,PM_AQI_LABEL,PM_AQI_SORT,ReportingArea_PipeDelimited,SiteName,StateName,Status
-9720262.0888,4625127.5253,277719541,180510012,US,Indiana Dept. of Environmental Management,R5,111,-6,38.3228,Fri 08/18/2023 02:00 AM CDT,-87.3186,,,ND,-999,,ND,-999,0,,,,ND,-999,0,,,,ND,-999,0,,,ND,-999,,OAKLANDCITY,IN,Inactive
-13434066.9844,4607979.8217,277719542,060090001,US,California Air Resources Board,R9,300.1,-8,38.20185,Fri 08/18/2023 12:00 AM PDT,-120.680277,,35,35,35,35,35,35,1,,,28.0,28,28,1,,,23,23,23,1,,28,28,28,Calaveras County,San Andreas,CA,Active
-13602495.7117,4440765.9024,277719543,060870003,US,Monterey Bay Unified APCD,R9,0,-8,37.011902,Fri 08/18/2023 12:00 AM PDT,-122.193298,,,ND,-999,,ND,-999,1,,,,ND,-999,0,,,,ND,-999,0,,,ND,-999,Salinas|Davenport,Davenport AMS,CA,Inactive
-9570143.8593,4067674.128,277719544,010499991,US,EPA Office of Atmospheric Protection,R3,349.2,-6,34.289001,Fri 08/18/2023 02:00 AM CDT,-85.970065,,21,21,21,21,21,21,1,,,,ND,-999,0,,,,ND,-999,0,,,ND,-999,,Sand Mountain,AL,Active
-9075944.8761,4291804.8917,277719545,370270003,US,North Carolina DEQ - Division of Air Quality,R4,366,-5,35.9359,Fri 08/18/2023 03:00 AM EDT,-81.5306,4,3,3,3,3,3,3,1,PPB,,,ND,-999,0,,,,ND,-999,0,,,ND,-999,Catawba County|Caldwell County,LENOIR,NC,Active
15082827.7549,4153302.8648,277719546,027321010,,Japan Ministry of Environment,,0,9,34.922122,Fri 08/18/2023 04:00 PM JST,135.491347,,,ND,-999,,ND,-999,0,,,,ND,-999,0,,,,ND,-999,0,,,ND,-999,,JPN Site 027321010,,Active
-13019326.184,5897821.5295,277719547,160570005,US,Idaho Department of Environmental Quality,R10,0,-8,46.728199,Fri 08/18/2023 12:00 AM PDT,-116.954597,,58,58,58,,ND,-999,0,,,,ND,-999,0,,15,58,58,58,1,UG/M3,58,58,58,Moscow,Moscow,ID,Active
14658311.656,3923287.3446,277719548,044201360,,Japan Ministry of Environment,,0,9,33.210572,Fri 08/18/2023 04:00 PM JST,131.677854,,,ND,-999,,ND,-999,0,,,,ND,-999,0,,,,ND,-999,0,,,ND,-999,,JPN Site 044201360,,Active
-8154675.9022,5228295.5355,277719549,250030006,US,Massachusetts Dept. of Environmental Protection,R1,0,-5,42.4478,Fri 08/18/2023 03:00 AM EDT,-73.2547,,,ND,-999,,ND,-999,0,,,,ND,-999,0,,,,ND,-999,1,,,ND,-999,Pittsfield,PITTSFIELD,MA,Inactive
-7899603.5417,5197183.1515,277719550,840250212005,US,Massachusetts Dept. of Environmental Protection,R1,0,-5,42.241229,Fri 08/18/2023 03:00 AM EDT,-70.963346,,21,21,21,21,21,21,1,,,,ND,-999,0,,,9,9,9,1,,9,9,9,Weymouth,WeymouthFR,MA,Active
-6966685.4284,5842487.7908,277719551,000020401,CA,Canada-Prince Edward Island1,CA,15.3,-4,46.3864,Fri 08/18/2023 04:00 AM ADT,-62.5828,,13,13,13,,ND,-999,1,,,,ND,-999,0,,3.6,13,13,13,1,UG/M3,13,13,13,,SOUTHAMPTON,CC,Active
-13672069.9482,4636622.3393,277719552,060970004,US,San Francisco Bay Area AQMD,R9,0,-8,38.403765,Fri 08/18/2023 12:00 AM PDT,-122.818294,,19,19,19,19,19,19,1,,,,ND,-999,0,,,0,0,0,1,,0,0,0,Santa Rosa,Sebastopol,CA,Active
14652282.4811,3920589.9002,277719553,044201010,,Japan Ministry of Environment,,0,9,33.190296,Fri 08/18/2023 04:00 PM JST,131.623693,,,ND,-999,,ND,-999,0,,,,ND,-999,0,,,,ND,-999,0,,,ND,-999,,JPN Site 044201010,,Active
-13158233.2049,6156401.3576,277719554,TT1010003,US,Confederated Tribes of Colville Reservation,R10,0,-8,48.29696,Fri 08/18/2023 12:00 AM PDT,-118.20242,,,ND,-999,,ND,-999,0,,,,ND,-999,0,,,,ND,-999,1,,,ND,-999,,Inchelium,,Active
-8848034.9166,5472301.2009,277719555,124000065101,CA,Ontario Ministry of the Environment,CA,0,-5,44.044306,Fri 08/18/2023 03:00 AM EDT,-79.48325,,31,31,31,31,31,31,1,,,,ND,-999,0,,,30,30,30,1,,30,30,30,,Newmarket,,Active
15847545.6799,5430331.7874,277719556,001204011,,Japan Ministry of Environment,,0,9,43.772685,Fri 08/18/2023 04:00 PM JST,142.360925,,,ND,-999,,ND,-999,0,,,,ND,-999,0,,,,ND,-999,0,,,ND,-999,,JPN Site 001204011,,Active
14550070.7058,3710359.8506,277719557,046201260,,Japan Ministry of Environment,,0,9,31.595728,Fri 08/18/2023 04:00 PM JST,130.705509,,,ND,-999,,ND,-999,0,,,,ND,-999,0,,,,ND,-999,0,,,ND,-999,,JPN Site 046201260,,Active
15561951.5187,4286356.2809,277719558,011222020,,Japan Ministry of Environment,,0,9,35.89626,Fri 08/18/2023 04:00 PM JST,139.795389,,,ND,-999,,ND,-999,0,,,,ND,-999,0,,,,ND,-999,0,,,ND,-999,,JPN Site 011222020,,Active
15579269.158,4215708.3697,277719559,012206070,,Japan Ministry of Environment,,0,9,35.380484,Fri 08/18/2023 04:00 PM JST,139.950956,,,ND,-999,,ND,-999,0,,,,ND,-999,0,,,,ND,-999,0,,,ND,-999,,JPN Site 012206070,,Active
15550667.5072,4245783.0904,277719560,013111530,,Japan Ministry of Environment,,0,9,35.600456,Fri 08/18/2023 04:00 PM JST,139.694023,,,ND,-999,,ND,-999,0,,,,ND,-999,0,,,,ND,-999,0,,,ND,-999,,JPN Site 013111530,,Active
15542318.5454,4262146.3931,277719561,013115550,,Japan Ministry of Environment,,0,9,35.719887,Fri 08/18/2023 04:00 PM JST,139.619023,,,ND,-999,,ND,-999,0,,,,ND,-999,0,,,,ND,-999,0,,,ND,-999,,JPN Site 013115550,,Active
15259347.5168,4147501.0183,277719562,023213010,,Japan Ministry of Environment,,0,9,34.879377,Fri 08/18/2023 04:00 PM JST,137.077051,,,ND,-999,,ND,-999,0,,,,ND,-999,0,,,,ND,-999,0,,,ND,-999,,JPN Site 023213010,,Active
14843237.2639,4025962.7198,277719563,038205100,,Japan Ministry of Environment,,0,9,33.978852,Fri 08/18/2023 04:00 PM JST,133.339069,,,ND,-999,,ND,-999,0,,,,ND,-999,0,,,,ND,-999,0,,,ND,-999,,JPN Site 038205100,,Active
-8839635.861,4312874.5553,277719564,370010002,US,North Carolina DEQ - Division of Air Quality,R4,640.2,-5,36.089,Fri 08/18/2023 03:00 AM EDT,-79.4078,,,ND,-999,,ND,-999,0,,,,ND,-999,0,,,,ND,-999,0,,,ND,-999,Forsyth County-Winston-Salem-Greensboro-High Point,HOPEDALE,NC,Inactive
-8236751.4288,4993250.0403,277719565,340030006,US,New Jersey Dept. of Environmental Protection,R2,0.9,-5,40.870438,Fri 08/18/2023 03:00 AM EDT,-73.991997,24,22,22,22,22,22,22,1,PPB,,,ND,-999,0,,,,ND,-999,0,,,ND,-999,Northeast Urban,Leonia,NJ,Active
-9535004.1922,4611769.8494,277719566,211110067,US,Louisville Metro Air Pollution Control District ,R4,164.1,-5,38.2286,Fri 08/18/2023 03:00 AM EDT,-85.6544,27,43,43,43,22,22,22,1,PPB,20.0,18.0,18,18,1,UG/M3,9.5,43,43,43,1,UG/M3,43,43,43,Louisville,Cannons Lane,KY,Active
-13599891.8375,4543192.2655,277719567,060010009,US,San Francisco Bay Area AQMD,R9,9.8,-8,37.743061,Fri 08/18/2023 12:00 AM PDT,-122.169907,,19,19,19,19,19,19,1,,,,ND,-999,0,,,9,9,9,1,,9,9,9,Oakland,Oakland,CA,Active
-9170879.6963,3230566.0003,277719568,120570109,US,Hillsborough County - Tampa ,R4,0,-5,27.853897,Fri 08/18/2023 03:00 AM EDT,-82.383414,,,ND,-999,,ND,-999,0,,,,ND,-999,0,,,,ND,-999,0,,,ND,-999,,EAST BAY,FL,Active
-11290668.4093,2385667.3027,277719569,80011G009,MX,Secretaría de Medio Ambiente y Ordenamiento Territorial,MX,543.8,-6,20.9479,Fri 08/18/2023 01:00 AM CST,-101.4258,,,ND,-999,,ND,-999,1,,,,ND,-999,1,,,,ND,-999,1,,,ND,-999,Guanajuato,Estación Hospital General,MX,Active
-13502393.886,5473904.9992,277719570,840410170123,US,Oregon Dept. of Environmental Quality,R10,1114.5,-8,44.054661,Fri 08/18/2023 12:00 AM PDT,-121.294068,,174,174,174,,ND,-999,0,,,,ND,-999,0,,67.2,174,174,174,1,UG/M3,174,174,174,Bend and Redmond,Bend NE 8th & Emerson,OR,Active
-9394919.745,3999192.3737,277719571,131210048,US,Georgia Department of Natural Resources,R4,0,-5,33.7792,Fri 08/18/2023 03:00 AM EDT,-84.396,,,ND,-999,,ND,-999,0,,,,ND,-999,1,,,,ND,-999,0,,,ND,-999,Atlanta,Georgia Tech,GA,Inactive
15227282.3827,4188241.6581,277719572,023422510,,Japan Ministry of Environment,,0,9,35.179062,Fri 08/18/2023 04:00 PM JST,136.789005,,,ND,-999,,ND,-999,0,,,,ND,-999,0,,,,ND,-999,0,,,ND,-999,,JPN Site 023422510,,Active
15575213.2323,4361770.4348,277719573,009301010,,Japan Ministry of Environment,,0,9,36.443148,Fri 08/18/2023 04:00 PM JST,139.914521,,,ND,-999,,ND,-999,0,,,,ND,-999,0,,,,ND,-999,0,,,ND,-999,,JPN Site 009301010,,Active
-9683682.5041,4719602.8046,277719574,180550001,US,Indiana Dept. of Environmental Management,R5,0,-5,38.985556,Fri 08/18/2023 03:00 AM EDT,-86.99,17,30,30,30,20,20,20,1,PPB,,,ND,-999,0,,7.1,30,30,30,1,UG/M3,30,30,30,Vincennes,Plummer,IN,Active
15727667.0561,4641835.9803,277719575,004202010,,Japan Ministry of Environment,,0,9,38.440458,Fri 08/18/2023 04:00 PM JST,141.284037,,,ND,-999,,ND,-999,0,,,,ND,-999,0,,,,ND,-999,0,,,ND,-999,,JPN Site 004202010,,Active
15592140.1401,4830727.6587,277719576,005201080,,Japan Ministry of Environment,,0,9,39.757241,Fri 08/18/2023 04:00 PM JST,140.066578,,,ND,-999,,ND,-999,0,,,,ND,-999,0,,,,ND,-999,0,,,ND,-999,,JPN Site 005201080,,Active
-7773193.1355,5466216.1322,277719577,230230006,US,Maine Dept. of Environmental Protection,R1,0,-5,44.005001,Fri 08/18/2023 03:00 AM EDT,-69.827782,,,ND,-999,,ND,-999,1,,,,ND,-999,0,,,,ND,-999,0,,,ND,-999,Southwest Coast,Bowdoinham - Merrymeeting Bay,ME,Inactive
-17585043.224,2438781.9617,277719578,150032004,US,Hawaii State Dept. of Health,R9,0,-10,21.392834,Thu 08/17/2023 09:00 PM HST,-157.969131,,,ND,-999,,ND,-999,0,,,,ND,-999,1,,,,ND,-999,1,,,ND,-999,,Pearl City,HI,Inactive
-13358127.3882,5831831.7681,277719579,530770005,US,Washington Department of Ecology,R10,218.1,-8,46.32033,Fri 08/18/2023 12:00 AM PDT,-119.9981,,40,40,40,,ND,-999,0,,,,ND,-999,0,,,40,40,40,1,,40,40,40,Sunnyside,Sunnyside-S 16th,WA,Active
-12454903.3038,3935058.7949,277719580,040134004,US,Maricopa County Air Quality Department,R9,366,-7,33.299,Fri 08/18/2023 12:00 AM MST,-111.8843,51,51,51,51,48,48,48,1,PPB,37.0,51.0,51,51,1,UG/M3,,,ND,-999,0,,51,51,51,Phoenix,West Chandler Fire Station,AZ,Active
-13299056.9249,6422431.4334,277719581,124000100703,CA,British Columbia Ministry of Environment,CA,0,-8,49.862119,Fri 08/18/2023 12:00 AM PDT,-119.467461,21,33,33,33,21,21,21,1,PPB,13.0,12.0,12,12,1,UG/M3,5.3,33,33,33,1,UG/M3,33,33,33,,Kelowna KLO Road,,Active
14580236.5066,4011611.3187,277719582,040101020,,Japan Ministry of Environment,,0,9,33.871878,Fri 08/18/2023 04:00 PM JST,130.976493,,,ND,-999,,ND,-999,0,,,,ND,-999,0,,,,ND,-999,0,,,ND,-999,,JPN Site 040101020,,Active
15252628.2723,4406247.8327,277719583,016202520,,Japan Ministry of Environment,,0,9,36.763896,Fri 08/18/2023 04:00 PM JST,137.016691,,,ND,-999,,ND,-999,0,,,,ND,-999,0,,,,ND,-999,0,,,ND,-999,,JPN Site 016202520,,Active
15057505.9104,4121558.8963,277719584,028101030,,Japan Ministry of Environment,,0,9,34.687977,Fri 08/18/2023 04:00 PM JST,135.263877,,,ND,-999,,ND,-999,0,,,,ND,-999,0,,,,ND,-999,0,,,ND,-999,,JPN Site 028101030,,Active
15420499.0663,4172256.1722,277719585,022204100,,Japan Ministry of Environment,,0,9,35.061605,Fri 08/18/2023 04:00 PM JST,138.5247,,,ND,-999,,ND,-999,0,,,,ND,-999,0,,,,ND,-999,0,,,ND,-999,,JPN Site 022204100,,Active
15589068.8354,4263823.1404,277719586,012204060,,Japan Ministry of Environment,,0,9,35.732115,Fri 08/18/2023 04:00 PM JST,140.038988,,,ND,-999,,ND,-999,0,,,,ND,-999,0,,,,ND,-999,0,,,ND,-999,,JPN Site 012204060,,Active
-9739865.4511,5113373.5417,277719587,180890030,US,Indiana Dept. of Environmental Management,R5,0,-5,41.6814,Fri 08/18/2023 02:00 AM CDT,-87.4947,,,ND,-999,,ND,-999,1,,,,ND,-999,0,,,,ND,-999,0,,,ND,-999,,Whiting HS,IN,Inactive
14899910.9072,4076261.2611,277719588,037203020,,Japan Ministry of Environment,,0,9,34.35271,Fri 08/18/2023 04:00 PM JST,133.848177,,,ND,-999,,ND,-999,0,,,,ND,-999,0,,,,ND,-999,0,,,ND,-999,,JPN Site 037203020,,Active
-10954461.2832,3432330.7073,277719589,480290051,US,Texas Commission on Environmental Quality,R6,207.4,-6,29.4444,Fri 08/18/2023 02:00 AM CDT,-98.4056,,,ND,-999,,ND,-999,0,,,,ND,-999,0,,,,ND,-999,0,,,ND,-999,,San Antonio Seale C140,TX,Active
-13709242.4205,6306547.259,277719590,000100134,CA,Metro Vancouver,CA,0.9,-8,49.18639,Fri 08/18/2023 12:00 AM PDT,-123.15222,25,28,28,28,19,19,19,1,PPB,12.0,10.0,10,10,1,UG/M3,6.9,28,28,28,1,UG/M3,28,28,28,,Vancouver Airport,CC,Active
-9585721.3522,5124308.5069,277719591,181410016,US,Indiana Dept. of Environmental Management,R5,215.9,-5,41.754722,Fri 08/18/2023 03:00 AM EDT,-86.11,15,14,14,14,14,14,14,1,PPB,,,ND,-999,0,,,,ND,-999,0,,,ND,-999,South Bend,Granger-Beckley St.,IN,Active
15478595.818,4198919.5713,277719592,014382010,,Japan Ministry of Environment,,0,9,35.257426,Fri 08/18/2023 04:00 PM JST,139.046592,,,ND,-999,,ND,-999,0,,,,ND,-999,0,,,,ND,-999,0,,,ND,-999,,JPN Site 014382010,,Active
15391497.4446,4147654.6275,277719593,022214510,,Japan Ministry of Environment,,0,9,34.880509,Fri 08/18/2023 04:00 PM JST,138.264174,,,ND,-999,,ND,-999,0,,,,ND,-999,0,,,,ND,-999,0,,,ND,-999,,JPN Site 022214510,,Active
-12969828.6403,6274167.6047,277719594,160211007,US,Idaho Department of Environmental Quality,R10,0,-8,48.995911,Fri 08/18/2023 12:00 AM PDT,-116.509953,,53,53,53,,ND,-999,0,,,,ND,-999,0,,11.9,53,53,53,1,UG/M3,53,53,53,Porthill (seasonal),Porthill,ID,Active
-9203846.5182,4906548.5882,277719595,390830003,US,Ohio EPA-DAPC,R5,0,-5,40.27886,Fri 08/18/2023 03:00 AM EDT,-82.67956,26,25,25,25,25,25,25,1,PPB,,,ND,-999,0,,,,ND,-999,0,,,ND,-999,,Centerburg WWTP,OH,Active
-9235468.4894,4233026.2929,277719596,370870008,US,North Carolina DEQ - Division of Air Quality,R4,791.8,-5,35.507224,Fri 08/18/2023 03:00 AM EDT,-82.963625,5,8,8,8,8,8,8,1,PPB,,,ND,-999,0,,,,ND,-999,0,,,ND,-999,Haywood County,WNVLELSC,NC,Active
-12807634.9177,4307325.1761,277719597,320030298,US,Clark County Department of Environment and Sustainability ,R9,562.4,-8,36.048705,Fri 08/18/2023 12:00 AM PDT,-115.052942,43,38,38,38,38,38,38,1,PPB,18.0,16.0,16,16,1,UG/M3,3.4,14,14,14,1,UG/M3,16,16,16,Las Vegas,GreenValley,NV,Active
-9561379.3418,4755742.5524,277719598,180050008,US,Indiana Dept. of Environmental Management,R5,0,-5,39.237457,Fri 08/18/2023 03:00 AM EDT,-85.891332,,40,40,40,,ND,-999,0,,,,ND,-999,0,,,40,40,40,1,,40,40,40,Columbus,Columbus - Rocky Ford Rd,IN,Active
-10783708.3163,3852469.5016,277719599,481130087,US,Texas Commission on Environmental Quality,R6,0,-6,32.6767,Fri 08/18/2023 02:00 AM CDT,-96.8717,55,49,49,49,49,49,49,1,PPB,,,ND,-999,0,,,,ND,-999,0,,,ND,-999,Dallas-Fort Worth,Dallas Redbird Airport C402,TX,Active
15543647.1435,4287691.7902,277719600,011205120,,Japan Ministry of Environment,,0,9,35.905978,Fri 08/18/2023 04:00 PM JST,139.630958,,,ND,-999,,ND,-999,0,,,,ND,-999,0,,,,ND,-999,0,,,ND,-999,,JPN Site 011205120,,Active
-9544421.5985,5493479.8413,277719601,261659991,US,EPA Office of Atmospheric Protection,R3,305,-5,44.180901,Fri 08/18/2023 03:00 AM EDT,-85.738998,,8,8,8,8,8,8,1,,,,ND,-999,0,,,,ND,-999,0,,,ND,-999,,Hoxeyville,MI,Active
-9462118.0896,3820815.0506,277719602,011130003,US,Alabama Department of Environmental Management,R4,0,-6,32.437028,Fri 08/18/2023 03:00 AM EDT,-84.999653,,7,7,7,7,7,7,1,,,,ND,-999,0,,,,ND,-999,0,,,ND,-999,Columbus-Phenix City - GA and AL,PC South Girard School,AL,Active
15573976.4728,4362385.414,277719603,009301510,,Japan Ministry of Environment,,0,9,36.447592,Fri 08/18/2023 04:00 PM JST,139.903411,,,ND,-999,,ND,-999,0,,,,ND,-999,0,,,,ND,-999,0,,,ND,-999,,JPN Site 009301510,,Active
14971832.2039,4009683.3675,277719604,036363010,,Japan Ministry of Environment,,0,9,33.857497,Fri 08/18/2023 04:00 PM JST,134.494257,,,ND,-999,,ND,-999,0,,,,ND,-999,0,,,,ND,-999,0,,,ND,-999,,JPN Site 036363010,,Active
-8191656.2371,4974757.5899,277719605,360590005,US,New York Dept. of Environmental Conservation,R2,0,-5,40.7447,Fri 08/18/2023 03:00 AM EDT,-73.5869,,1,1,1,,ND,-999,0,,,,ND,-999,0,,-0.6,1,1,1,1,UG/M3,1,1,1,Long Island,Eisenhower Park,NY,Active
-8226755.1612,4985254.3275,277719606,360050110,US,New York Dept. of Environmental Conservation,R2,0,-5,40.816101,Fri 08/18/2023 03:00 AM EDT,-73.902199,22,25,25,25,20,20,20,1,PPB,15.0,13.0,13,13,1,UG/M3,6.4,25,25,25,1,UG/M3,25,25,25,New York City Region,Bronx - IS52,NY,Active
-9012982.1268,3896339.4615,277719607,450290002,US,South Carolina DHEC,R4,36.9,-5,33.007801,Fri 08/18/2023 03:00 AM EDT,-80.964996,,,ND,-999,,ND,-999,1,,,,ND,-999,0,,,,ND,-999,1,,,ND,-999,,Ashton,SC,Inactive
-8197756.5452,5715556.2577,277719608,000050110,CA,Canada-Quebec2,CA,27.1,-5,45.5942,Fri 08/18/2023 03:00 AM EDT,-73.6417,,,ND,-999,,ND,-999,1,,,,ND,-999,0,,,,ND,-999,0,,,ND,-999,,Parc Pilon,CC,Inactive
-12831022.6974,4324004.7467,277719609,320030071,US,Clark County Department of Environment and Sustainability ,R9,771.7,-8,36.169756,Fri 08/18/2023 12:00 AM PDT,-115.263038,46,40,40,40,40,40,40,1,PPB,19.0,16.0,16,16,1,UG/M3,3.8,15,15,15,1,UG/M3,16,16,16,Las Vegas,Walter Johnson,NV,Active
15533351.9831,4261003.7525,277719610,013203510,,Japan Ministry of Environment,,0,9,35.711553,Fri 08/18/2023 04:00 PM JST,139.538475,,,ND,-999,,ND,-999,0,,,,ND,-999,0,,,,ND,-999,0,,,ND,-999,,JPN Site 013203510,,Active
15547792.4587,4231874.3796,277719611,014101020,,Japan Ministry of Environment,,0,9,35.4988,Fri 08/18/2023 04:00 PM JST,139.668196,,,ND,-999,,ND,-999,0,,,,ND,-999,0,,,,ND,-999,0,,,ND,-999,,JPN Site 014101020,,Active
-13617713.5314,6043091.2653,277719612,530330048,US,Washington Department of Ecology,R10,50.9,-8,47.615299,Fri 08/18/2023 12:00 AM PDT,-122.330002,,,ND,-999,,ND,-999,0,,,,ND,-999,0,,,,ND,-999,1,,,ND,-999,Seattle-Bellevue-Kent Valley,Seattle-Olive St,WA,Inactive
-8924243.906,3015346.664,277719613,120110035,US,Broward County Natural Resources Division,R4,0,-5,26.131256,Fri 08/18/2023 03:00 AM EDT,-80.167847,,43,43,43,,ND,-999,0,,,,ND,-999,0,,10.4,43,43,43,1,UG/M3,43,43,43,Broward County,Near Road,FL,Active
-10687038.4705,4294087.4121,277719614,401430174,US,Oklahoma Department of Environmental Quality,R6,0,-6,35.9525,Fri 08/18/2023 02:00 AM CDT,-96.0033,40,36,36,36,35,35,35,1,PPB,26.0,23.0,23,23,1,UG/M3,9.2,36,36,36,1,UG/M3,36,36,36,Tulsa,Glenpool,OK,Active
15537992.0021,4204109.5042,277719615,014208020,,Japan Ministry of Environment,,0,9,35.295487,Fri 08/18/2023 04:00 PM JST,139.580157,,,ND,-999,,ND,-999,0,,,,ND,-999,0,,,,ND,-999,0,,,ND,-999,,JPN Site 014208020,,Active
15768891.2238,5285287.8873,277719616,001224510,,Japan Ministry of Environment,,0,9,42.82444,Fri 08/18/2023 04:00 PM JST,141.65436,,,ND,-999,,ND,-999,0,,,,ND,-999,0,,,,ND,-999,0,,,ND,-999,,JPN Site 001224510,,Active
-8890247.1562,5392940.6243,277719617,124000067001,CA,Ontario Ministry of the Environment,CA,0,-5,43.52965,Fri 08/18/2023 03:00 AM EDT,-79.862449,,31,31,31,31,31,31,1,,,,ND,-999,0,,,30,30,30,1,,30,30,30,,Milton,,Active
-10840125.9248,3548336.1224,277719618,840480211613,US,Capital Area Council of Governments,R6,580.1,-6,30.347808,Fri 08/18/2023 02:00 AM CDT,-97.378508,25,29,29,29,29,29,29,1,PPB,,,ND,-999,0,,,,ND,-999,0,,,ND,-999,Austin,Elgin C1613,TX,Active
-13506151.0301,4359670.9973,277719619,060539974,US,Monterey Bay Unified APCD,R9,0,-8,36.427975,Fri 08/18/2023 12:00 AM PDT,-121.327819,,,ND,-999,,ND,-999,0,,,,ND,-999,0,,,,ND,-999,1,,,ND,-999,,Soledad,CA,Inactive
-7888166.2433,5504355.5637,277719620,230173001,US,Maine Dept. of Environmental Protection,R1,0,-5,44.250923,Fri 08/18/2023 03:00 AM EDT,-70.860603,,,ND,-999,,ND,-999,1,,,,ND,-999,0,,,,ND,-999,0,,,ND,-999,Mid-Coast|Western Mountains,Lovell,ME,Inactive
15504646.9165,4581022.5295,277719621,015307020,,Japan Ministry of Environment,,0,9,38.011302,Fri 08/18/2023 04:00 PM JST,139.280613,,,ND,-999,,ND,-999,0,,,,ND,-999,0,,,,ND,-999,0,,,ND,-999,,JPN Site 015307020,,Active
15774104.8722,4735743.7843,277719622,003203090,,Japan Ministry of Environment,,0,9,39.098173,Fri 08/18/2023 04:00 PM JST,141.701195,,,ND,-999,,ND,-999,0,,,,ND,-999,0,,,,ND,-999,0,,,ND,-999,,JPN Site 003203090,,Active
-13611590.7367,6118341.6625,277719623,530610011,US,Washington Department of Ecology,R10,11.9,-8,48.069,Fri 08/18/2023 12:00 AM PDT,-122.275,,,ND,-999,,ND,-999,0,,,,ND,-999,0,,,,ND,-999,1,,,ND,-999,Tulalip Tribes of Tulalip Reservation,Tulalip-Reuben Shelton,WA,Inactive
-10383180.7884,5618216.0716,277719624,270530954,US,Minnesota Pollution Control Agency,R5,0,-6,44.979,Fri 08/18/2023 02:00 AM CDT,-93.2737,,,ND,-999,,ND,-999,0,,,,ND,-999,0,,,,ND,-999,0,,,ND,-999,,Minneapolis-Downtown,MN,Active
14912371.6771,4069896.6765,277719625,037201080,,Japan Ministry of Environment,,0,9,34.305495,Fri 08/18/2023 04:00 PM JST,133.960114,,,ND,-999,,ND,-999,0,,,,ND,-999,0,,,,ND,-999,0,,,ND,-999,,JPN Site 037201080,,Active
-12340756.2979,3948411.7548,277719626,040070009,US,Arizona Department of Environmental Quality,R9,1085.5,-7,33.3992,Fri 08/18/2023 12:00 AM MST,-110.8589,,,ND,-999,,ND,-999,0,,,,ND,-999,0,,,,ND,-999,0,,,ND,-999,,Miami Ridgeline,AZ,Inactive
-9216663.8444,3558478.185,277719627,120470015,US,Florida Dept. of Environmental Protection,R4,0,-5,30.4264,Fri 08/18/2023 03:00 AM EDT,-82.7947,,,ND,-999,,ND,-999,0,,,,ND,-999,0,,,,ND,-999,1,,,ND,-999,Hamilton County,White Springs,FL,Inactive
-11831897.0944,3719746.1519,277719628,481410057,US,Texas Commission on Environmental Quality,R6,1116.9,-7,31.66752,Fri 08/18/2023 01:00 AM MDT,-106.28774,18,25,25,25,21,21,21,1,PPB,9.0,18.0,18,18,1,UG/M3,4.3,25,25,25,1,UG/M3,25,25,25,El Paso,Socorro Hueco C49,TX,Active
15211661.1412,4374030.3109,277719629,017201650,,Japan Ministry of Environment,,0,9,36.531693,Fri 08/18/2023 04:00 PM JST,136.648677,,,ND,-999,,ND,-999,0,,,,ND,-999,0,,,,ND,-999,0,,,ND,-999,,JPN Site 017201650,,Active
-12330859.6612,4807377.4299,277719630,490071003,US,Utah Department of Environmental Quality,R8,0,-7,39.595798,Fri 08/18/2023 01:00 AM MDT,-110.769997,,32,32,32,32,32,32,1,,,,ND,-999,0,,,9,9,9,1,,9,9,9,Price,P2,UT,Active
-13290743.2514,4343898.4159,277719631,061073000,US,San Joaquin Valley Unified APCD,R9,0,-8,36.313889,Fri 08/18/2023 12:00 AM PDT,-119.392778,,,ND,-999,,ND,-999,0,,,,ND,-999,0,,,,ND,-999,0,,,ND,-999,,Visalia-Airport,CA,Inactive
14944156.9539,4068175.6253,277719632,037206010,,Japan Ministry of Environment,,0,9,34.292723,Fri 08/18/2023 04:00 PM JST,134.245646,,,ND,-999,,ND,-999,0,,,,ND,-999,0,,,,ND,-999,0,,,ND,-999,,JPN Site 037206010,,Active
-9585788.1439,5123976.9428,277719633,181411007,US,Indiana Dept. of Environmental Management,R5,0,-5,41.7525,Fri 08/18/2023 03:00 AM EDT,-86.1106,,,ND,-999,,ND,-999,1,,,,ND,-999,0,,,,ND,-999,0,,,ND,-999,South Bend,GRANGER,IN,Inactive
-12694616.1349,6668877.8247,277719634,124CC0090250,CA,Alberta Environmental Monitoring and Reporting Agency (AEMERA),CA,0,-7,51.268227,Fri 08/18/2023 01:00 AM MDT,-114.037677,,151,151,151,29,29,29,1,,,,ND,-999,0,,,151,151,151,1,,151,151,151,,Airdrie,,Active
